,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
4346,2016080932981,2016-06-27 00:00:00,6/15/2016 7:30,LAS,McCarran International,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
4347,2017020237182,2016-12-19 00:00:00,6/17/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,-,-
4348,2016080432948,2016-06-27 00:00:00,6/22/2016 20:20,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4349,2016092133724,2016-07-28 00:00:00,6/27/2016 16:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
4350,2016092333788,2016-08-04 00:00:00,6/30/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4351,2016093034203,2016-08-18 00:00:00,6/30/2016 21:00,LAS,McCarran International,Property Damage,Checked Baggage,es; Cosmetics & Grooming; Cosmetics & Grooming,-,-
4352,2016081533065,2016-07-01 00:00:00,7/1/2016 0:00,LAS,McCarran International,Property Damage,Checkpoint,Computer & Accessories,-,-
4353,2016092934096,2016-08-02 00:00:00,7/1/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,-,-
4354,2016092833990,2016-07-28 00:00:00,7/9/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4355,2016092934137,2016-08-04 00:00:00,7/11/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
4356,2016090933501,2016-07-18 00:00:00,7/11/2016 1:55,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
4357,2016101134587,2016-09-06 00:00:00,7/14/2016 7:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4358,2016111835822,2016-10-18 00:00:00,7/18/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
4359,2016100534415,2016-10-02 00:00:00,7/21/2016 9:30,LAS,McCarran International,Property Damage,Checked Baggage,Computer & Accessories,-,-
4360,2016101934869,2016-09-21 00:00:00,7/24/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
4361,2016111635764,2016-10-11 00:00:00,7/26/2016 12:47,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,-,-
4362,2016092934114,2016-08-14 00:00:00,7/27/2016 5:30,LAS,McCarran International,Property Damage,Checked Baggage,Clothing,-,-
4363,2016101134581,2016-09-21 00:00:00,7/29/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Clothing,-,-
4364,2016100334267,2016-08-15 00:00:00,8/4/2016 13:00,LAS,McCarran International,Property Damage,Checked Baggage,ses; Clothing; Food & Drink; Food & Drink; Food &,-,-
4365,2016092733929,2016-08-05 00:00:00,8/5/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,-,-
4366,2016102135020,2016-09-15 00:00:00,8/6/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4367,2016100634468,2016-08-29 00:00:00,8/8/2016 10:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,or Items; Outdoor Items; Outdoor Items; Outdoor,-,-
4368,2016102635236,2016-09-14 00:00:00,8/16/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4369,2016110435509,2016-10-03 00:00:00,8/18/2016 11:55,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink; Personal Accessories,-,-
4370,2016101434670,2016-09-06 00:00:00,8/23/2016 7:45,LAS,McCarran International,Passenger Property Loss,Checkpoint,Currency,-,-
4371,2016101134583,2016-08-29 00:00:00,8/28/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,-,-,-
4372,2016110135413,2016-09-26 00:00:00,8/31/2016 8:20,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing/Baggage/Cases/Purses,-,-
4373,2016102535141,2016-09-25 00:00:00,9/1/2016 16:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4374,2016103135403,2016-10-03 00:00:00,9/5/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4375,2017012436825,2016-11-21 00:00:00,9/7/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4376,2016092834009,2016-09-23 00:00:00,9/9/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Home Decor,-,-
4377,2016112135836,2016-10-20 00:00:00,9/10/2016 12:45,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,-
4378,2017011836662,2016-12-14 00:00:00,9/11/2016 18:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4379,2016102835330,2016-09-27 00:00:00,9/22/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,-,-
4380,2017011736572,2016-11-15 00:00:00,9/23/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4381,2016110735578,2016-10-03 00:00:00,9/26/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
4382,2016110735601,2016-10-03 00:00:00,9/28/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4383,2016110735588,2016-10-11 00:00:00,9/30/2016 5:40,LAS,McCarran International,Passenger Property Loss,Checkpoint,Currency,-,-
4384,2016111735777,2016-10-19 00:00:00,10/5/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,-,-
4385,2017010636324,2016-11-14 00:00:00,10/5/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Medical/Science,-,-
4386,2016111035712,2016-10-10 00:00:00,10/7/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,-,-
4387,2016120935955,2016-10-25 00:00:00,10/9/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4388,2016122036100,2016-11-02 00:00:00,10/9/2016 14:59,LAS,McCarran International,Property Damage,Checked Baggage,Computer & Accessories,-,-
4389,2017011936732,2016-11-29 00:00:00,10/10/2016 11:49,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
4391,2016122136130,2016-10-27 00:00:00,10/15/2016 8:54,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
4392,2016120735925,2016-10-24 00:00:00,10/19/2016 11:45,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
4393,2016111835823,2016-10-24 00:00:00,10/20/2016 17:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4394,2017013137066,2016-12-15 00:00:00,10/22/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Other,-,-
4395,2016121636012,2016-10-27 00:00:00,10/23/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
4396,2016122036098,2016-11-02 00:00:00,10/23/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
4397,2017010936370,2016-11-03 00:00:00,10/27/2016 12:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,elry & Watches; Jewelry & Watches; Jewelry & Wat,-,-
4398,2017010536294,2016-11-04 00:00:00,10/29/2016 17:20,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
4399,2017010436264,2016-11-14 00:00:00,10/30/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,-,-
4400,2017010336225,2016-11-14 00:00:00,11/1/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4401,2017012636863,2016-11-23 00:00:00,11/1/2016 15:34,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Other,-,-
4402,2016122136104,2016-11-02 00:00:00,11/2/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Computer & Accessories,-,-
4403,2017012736952,2016-12-01 00:00:00,11/4/2016 17:00,LAS,McCarran International,Property Damage,Checked Baggage,Clothing,-,-
4404,2017012436807,2016-11-23 00:00:00,11/5/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,e/Cases/Purses; Cosmetics & Grooming; Medical/S,-,-
4405,2017010336208,2016-11-08 00:00:00,11/5/2016 18:45,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,-,-
4406,2017010636325,2016-11-14 00:00:00,11/7/2016 8:45,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4407,2017011936704,2016-12-02 00:00:00,11/11/2016 19:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
4408,2017012536849,2016-11-23 00:00:00,11/13/2016 12:30,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies; Travel Accessories,-,-
4409,2017011136467,2016-11-30 00:00:00,11/14/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Clothing,-,-
4410,2017010936366,2016-11-17 00:00:00,11/15/2016 10:30,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4411,2017013137073,2016-12-15 00:00:00,11/16/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,-,-,-
4412,2017011836622,2016-12-14 00:00:00,11/20/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4413,2017013137067,2016-12-15 00:00:00,11/21/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Computer & Accessories,-,-
4414,2017012436842,2016-11-29 00:00:00,11/27/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4415,2017012636883,2016-11-29 00:00:00,11/27/2016 6:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Musical Instruments & Accessories,-,-
4416,2017011236488,2016-11-30 00:00:00,11/27/2016 12:30,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
4417,2017011736582,2016-12-14 00:00:00,11/28/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4418,2017011736591,2016-12-14 00:00:00,11/30/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
4419,2017011836627,2016-12-14 00:00:00,11/30/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
4420,2017013137136,2016-12-13 00:00:00,12/1/2016 15:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4421,2017013137108,2016-12-19 00:00:00,12/3/2016 0:00,LAS,McCarran International,Personal Injury,Checked Baggage,"Books, Magazines & Other; Other; Other",-,-
4422,2017021337497,2017-02-13 00:00:00,12/5/2016 6:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
4423,2017011236475,2017-01-12 00:00:00,12/6/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4424,2017011236505,2016-12-13 00:00:00,12/9/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Currency,-,-
4425,2017011336527,2016-12-14 00:00:00,12/11/2016 11:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4426,2017021037453,2017-01-04 00:00:00,12/13/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4427,2017020337229,2016-12-27 00:00:00,12/18/2016 23:59,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,-,-
4428,2017020837364,2016-12-26 00:00:00,12/19/2016 10:45,LAS,McCarran International,Property Damage,Checkpoint,Personal Electronics,-,-
4429,2017020637311,2016-12-29 00:00:00,12/21/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
4430,2016030229285,2016-02-11 00:00:00,1/11/2016 15:15,LAS,McCarran International,Passenger Property Loss,Checkpoint,Jewelry & Watches,139.5,Settle
4431,2016031029568,2016-02-19 00:00:00,2/11/2016 16:30,LAS,McCarran International,Property Damage,Checked Baggage,Clothing,30,Settle
4432,2016040830445,2016-03-23 00:00:00,2/18/2016 11:10,LAS,McCarran International,Property Damage,Checked Baggage,Hunting & Fishing Items,32.5,Settle
4433,2016031629799,2016-03-02 00:00:00,2/25/2016 0:00,LAS,McCarran International,Property Damage,Checkpoint,Clothing,500,Settle
4434,2016031629818,2016-03-03 00:00:00,2/26/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,100,Settle
4435,2016050331046,2016-05-03 00:00:00,3/5/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,208,Settle
4436,2016071532723,2016-06-22 00:00:00,3/10/2016 17:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,65,Settle
4437,2016050231000,2016-04-14 00:00:00,3/27/2016 17:00,LAS,McCarran International,Property Damage,Checked Baggage,Computer & Accessories,150,Settle
4438,2016042630850,2016-04-08 00:00:00,3/29/2016 19:40,LAS,McCarran International,Property Damage,Checked Baggage,Home Decor,35,Settle
4439,2016050331038,2016-04-14 00:00:00,4/2/2016 0:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,172,Settle
4440,2016042230749,2016-04-05 00:00:00,4/3/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,-,127.5,Settle
4441,2016052431684,2016-05-11 00:00:00,4/16/2016 7:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Personal Electronics,26.98,Settle
4442,2016060832098,2016-05-27 00:00:00,4/20/2016 11:00,LAS,McCarran International,Passenger Property Loss,Checkpoint,Audio/Video,52.25,Settle
4444,2016051131239,2016-04-26 00:00:00,4/20/2016 13:00,LAS,McCarran International,Property Damage,Checkpoint,Baggage/Cases/Purses,179.1,Settle
4445,2016061432205,2016-06-02 00:00:00,5/18/2016 6:00,LAS,McCarran International,Property Damage,Checked Baggage,Baggage/Cases/Purses,37.5,Settle
4446,2016082533329,2016-07-14 00:00:00,5/30/2016 12:30,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,70,Settle
4447,2016062132335,2016-06-09 00:00:00,6/7/2016 0:00,LAS,McCarran International,Passenger Property Loss,Checked Baggage,Clothing,21.3,Settle
4448,2016103135389,2016-09-30 00:00:00,9/25/2016 0:00,LAW,Lawton–Fort Sill Regional Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4449,2016100634494,2016-09-30 00:00:00,9/25/2016 7:00,LAW,Lawton–Fort Sill Regional Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
4450,2016101334619,2016-08-29 00:00:00,7/30/2016 0:00,LAW,Lawton–Fort Sill Regional Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
4452,2016011928385,2016-01-05 00:00:00,1/4/2016 14:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,s; Medical/Science; Medical/Science; Medical/Scie,-,-
4453,2016012028445,2016-01-06 00:00:00,1/5/2016 14:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,-,-
4454,2016021828941,2016-01-26 00:00:00,1/18/2016 22:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4455,2016030229278,2016-02-09 00:00:00,2/2/2016 12:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
4456,2016030829473,2016-03-05 00:00:00,2/18/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
4457,2016040530373,2016-03-21 00:00:00,3/15/2016 16:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4458,2016042830944,2016-04-11 00:00:00,3/20/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Audio/Video,-,-
4459,2016041230496,2016-03-23 00:00:00,3/22/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,-,-
4460,2016032530115,2016-03-25 00:00:00,3/25/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,-,-
4461,2016042530781,2016-04-05 00:00:00,3/27/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
4462,2016102735285,2016-09-14 00:00:00,3/31/2016 0:00,LAX,Los Angeles International Airport ,Motor Vehicle,Other,Other,-,-
4463,2016071432701,2016-07-12 00:00:00,3/31/2016 7:00,LAX,Los Angeles International Airport ,Personal Injury,Checked Baggage,Jewelry & Watches,-,-
4464,2016051931480,2016-05-03 00:00:00,4/11/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4465,2016051731415,2016-05-04 00:00:00,4/13/2016 17:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Other,-,-
4466,2016051631364,2016-05-02 00:00:00,4/28/2016 9:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
4467,2016052331583,2016-05-09 00:00:00,5/8/2016 20:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,-,-
4468,2016060131909,2016-05-23 00:00:00,5/18/2016 18:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
4469,2016081933159,2016-07-11 00:00:00,6/2/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Currency,-,-
4470,2016071232603,2016-07-12 00:00:00,6/4/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,-,-,-
4471,2016071132566,2016-06-17 00:00:00,6/12/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Household Items,-,-
4472,2016072532838,2016-07-25 00:00:00,6/19/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4475,2016102835348,2016-09-29 00:00:00,6/21/2016 22:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Food & Drink; Medical/Science,-,-
4476,2016101234605,2016-08-25 00:00:00,6/25/2016 18:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Other,-,-
4477,2016080932988,2016-06-27 00:00:00,6/27/2016 10:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
4478,2016082933394,2016-08-25 00:00:00,7/10/2016 12:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
4479,2016092733905,2016-08-04 00:00:00,7/11/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4480,2016092133695,2016-07-26 00:00:00,7/18/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cameras,-,-
4481,2016092834022,2016-08-10 00:00:00,8/2/2016 7:27,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,-,-
4482,2016110835623,2016-10-05 00:00:00,9/5/2016 0:00,LAX,Los Angeles International Airport ,Personal Injury,Checked Baggage,Clothing,-,-
4483,2016122036088,2016-11-02 00:00:00,9/5/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,-,-
4484,2016102535116,2016-09-26 00:00:00,9/9/2016 16:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
4485,2016110435561,2016-10-11 00:00:00,9/23/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
4486,2016110435546,2016-10-04 00:00:00,9/26/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Food & Drink; Other,-,-
4487,2016110335490,2016-10-03 00:00:00,9/28/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4488,2016111035716,2016-10-14 00:00:00,10/1/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Other,-,-
4489,2016110435501,2016-10-07 00:00:00,10/5/2016 12:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
4490,2016110435517,2016-10-06 00:00:00,10/5/2016 20:30,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Electronics,-,-
4491,2016112135829,2016-10-15 00:00:00,10/15/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
4492,2017011236518,2016-11-23 00:00:00,10/18/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,"Books, Magazines & Other",-,-
4493,2017011936707,2016-11-29 00:00:00,10/20/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,-,-
4494,2017010536293,2017-01-05 00:00:00,10/29/2016 17:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Clothing,-,-
4495,2016123036179,2016-11-02 00:00:00,11/2/2016 8:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
4496,2017013037036,2016-12-19 00:00:00,11/16/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,-,-
4497,2017021437520,2017-01-02 00:00:00,11/25/2016 22:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Audio/Video,-,-
4498,2017013037035,2016-12-19 00:00:00,12/5/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
4499,2017020337238,2016-12-27 00:00:00,12/26/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
4500,2016031029589,2016-03-10 00:00:00,1/22/2016 10:45,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Computer & Accessories,1090,Approve in Full
4503,2016022629148,2016-02-04 00:00:00,1/23/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,37,Approve in Full
4504,2016031429732,2016-02-25 00:00:00,2/22/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Personal Electronics,74.94,Approve in Full
4505,2016040730435,2016-04-07 00:00:00,2/23/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,3,Approve in Full
4506,2016051031209,2016-04-21 00:00:00,3/13/2016 8:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,50,Approve in Full
4507,2016042030697,2016-04-01 00:00:00,3/15/2016 8:15,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Travel Accessories,79.99,Approve in Full
4508,2016041930646,2016-04-01 00:00:00,3/27/2016 15:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Travel Accessories,15,Approve in Full
4509,2016061532247,2016-05-31 00:00:00,3/28/2016 10:45,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Clothing,63.22,Approve in Full
4510,2016042930967,2016-04-15 00:00:00,3/31/2016 6:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,262.45,Approve in Full
4511,2016082533325,2016-07-17 00:00:00,4/9/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Currency,760,Approve in Full
4512,2016052331630,2016-05-09 00:00:00,4/21/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,21.34,Approve in Full
4513,2016052431666,2016-05-09 00:00:00,4/25/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.84,Approve in Full
4514,2016063032492,2016-06-07 00:00:00,4/28/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Computer & Accessories,535,Approve in Full
4515,2016061532219,2016-06-02 00:00:00,4/30/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Travel Accessories,8.69,Approve in Full
4516,2016052331650,2016-05-09 00:00:00,5/1/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,159,Approve in Full
4517,2016062832457,2016-05-25 00:00:00,5/1/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Audio/Video,41.42,Approve in Full
4518,2016070632540,2016-06-15 00:00:00,5/31/2016 7:30,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Clothing; Food & Drink,23.97,Approve in Full
4519,2016082533341,2016-07-16 00:00:00,7/13/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Personal Electronics,129,Approve in Full
4520,2016100334245,2016-08-09 00:00:00,7/29/2016 7:50,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Clothing,89,Approve in Full
4521,2016100334249,2016-08-19 00:00:00,8/10/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,85.55,Approve in Full
4522,2016102535173,2016-09-08 00:00:00,8/31/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Other,70,Approve in Full
4523,2016021628889,2016-01-25 00:00:00,1/7/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,-
4524,2016012928643,2016-01-14 00:00:00,1/7/2016 15:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Clothing,103,-
4525,2016021228861,2016-01-22 00:00:00,1/9/2016 14:20,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Travel Accessories,14.24,-
4526,2016020928784,2016-01-20 00:00:00,1/10/2016 6:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Travel Accessories,0,-
4527,2016021228880,2016-01-21 00:00:00,1/10/2016 10:30,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,-
4528,2016020828740,2016-01-15 00:00:00,1/13/2016 18:30,LAX,Los Angeles International Airport ,Property Damage,Checkpoint,Computer & Accessories,822.95,-
4531,2016021228885,2016-01-22 00:00:00,1/16/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Computer & Accessories,540,-
4532,2016031129626,2016-02-16 00:00:00,2/9/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
4533,2016032430056,2016-03-14 00:00:00,2/22/2016 0:00,LAX,Los Angeles International Airport ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
4534,2016033130249,2016-03-31 00:00:00,2/28/2016 0:00,LAX,Los Angeles International Airport ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
