,Claim Number,Date Received,Incident D,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
972,2015011619952,2015-01-16,2015-01-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Clothing,34.93,Approve in Full
973,2015012019984,2015-01-20,2015-01-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,-,140,Approve in Full
974,2015012120054,2015-01-22,2015-01-06,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
975,2015012220070,2015-01-22,2015-01-04,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Household Items,0,Deny
976,2015012320110,2015-01-23,2014-12-22,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Other,25,Approve in Full
977,2015012620160,2015-01-23,2015-01-20,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
978,2015012820196,2015-01-28,2015-01-09,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,-,-,-
979,2015020120319,2015-02-01,2015-01-19,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Approve in Full
980,2015020520448,2015-02-05,2015-01-05,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Clothing,50,Approve in Full
981,2015021320605,2015-02-13,2015-02-04,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Other,0,Deny
982,2015021820636,2015-02-18,2015-02-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Accessories,0,Deny
983,2015021820650,2015-02-18,2015-02-05,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Other,170,Approve in Full
984,2015022020722,2015-02-20,2015-02-12,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
985,2015022620876,2015-02-26,2015-02-18,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Approve in Full
986,2015022720926,2015-02-27,2014-12-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Computer & Accessories,410,Approve in Full
987,2015031021111,2015-03-10,2015-02-28,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Other,0,Deny
988,2015031021121,2015-03-10,2015-02-25,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Clothing,100,Approve in Full
989,2015031021141,2015-03-10,2015-02-04,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
990,2015031121165,2015-03-11,2015-01-17,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
991,2015031721300,2015-03-17,2015-02-05,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Travel Accessories,12.71,Approve in Full
992,2015031921367,2015-03-19,2015-03-05,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Computer & Accessories,740,Approve in Full
993,2015032321429,2015-03-23,2014-09-25,BWI,Baltimore/Washington Intl Thurgood Marshall,Personal Injury,Other,-,-,-
994,2015032421447,2015-03-24,2015-03-01,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
995,2015032421475,2015-03-24,2015-03-09,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Other,635.37,Approve in Full
996,2015032621543,2015-03-26,2015-03-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Other,0,Deny
997,2015032621514,2015-03-26,2015-02-02,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
998,2015033121626,2015-03-31,2015-02-27,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Clothing,38.16,Settle
999,2015040121675,2015-04-01,2014-12-03,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,-,58.29,Approve in Full
1000,2015040621769,2015-04-03,2015-03-18,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
1001,2015040921835,2015-04-06,2015-03-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Other,-,-
1002,2015042922171,2015-04-29,2015-04-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Other,500,Settle
1003,2015050822425,2015-05-04,2015-03-03,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Travel Accessories,4,Approve in Full
1004,2015070123612,2015-05-04,2015-05-04,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Jewelry & Watches",0,Deny
1005,2015052222721,2015-05-08,2015-05-01,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Accessories,-,-
1006,2015051522544,2015-05-11,2015-05-09,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
1007,2015051122463,2015-05-12,2015-03-31,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Accessories,285,Settle
1008,2015052222699,2015-05-12,2015-05-02,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics; Personal Electronics,0,Deny
1009,2015052822810,2015-05-21,2015-04-19,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Accessories,130,Settle
1010,2015052922872,2015-05-22,2015-05-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,40,Settle
1011,2015052622756,2015-05-26,2015-04-27,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches,24.89,Settle
1012,2015052922838,2015-05-26,2015-05-23,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Other,34.95,Settle
1013,2015061223087,2015-06-12,2015-05-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
1014,2015063023548,2015-06-24,2015-05-02,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Checked Baggage,Personal Electronics,0,Deny
1015,2015063023549,2015-06-24,2015-06-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1016,2015070223628,2015-06-25,2015-05-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,150,Approve in Full
1017,2015071423788,2015-07-01,2015-06-20,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1018,2015071523837,2015-07-02,2015-06-18,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
1019,2015071623856,2015-07-02,2015-06-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
1020,2015072024015,2015-07-13,2015-07-06,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
1021,2015073024378,2015-07-13,2015-07-07,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1022,2015072124080,2015-07-15,2015-06-30,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Audio/Video,204.74,Settle
1023,2015072324147,2015-07-16,2015-06-21,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,45,Settle
1024,2015072724267,2015-07-22,2015-07-06,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches; Jewelry & Watches,0,Deny
1025,2015073124400,2015-07-22,2015-07-10,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,65.84,Approve in Full
1026,2015072924328,2015-07-23,2015-07-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Accessories; Personal Accessories,0,Deny
1027,2015073124398,2015-07-24,2015-07-19,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
1028,2015072924332,2015-07-29,2015-06-30,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Clothing,0,Deny
1029,2015080424536,2015-07-29,2015-06-25,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,197.81,Settle
1030,2015080424540,2015-07-29,2015-07-12,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Currency; Jewelry & Watches,21.75,Settle
1031,2015080424533,2015-08-03,2015-07-27,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
1032,2015080624638,2015-08-03,2015-07-19,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,80.99,Settle
1033,2015080624662,2015-08-04,2015-07-06,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Personal Electronics,154.8,Settle
1034,2015081124803,2015-08-10,2015-07-29,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
1035,2015081324855,2015-08-13,2015-07-19,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Checked Baggage,Personal Electronics,162.6,Settle
1036,2015081824940,2015-08-17,2015-08-02,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,99,Approve in Full
1037,2015082125030,2015-08-19,2015-08-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Home Decor,0,Deny
1038,2015082525064,2015-08-19,2015-08-01,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
1039,2015082025005,2015-08-21,2015-07-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
1040,2015082725118,2015-08-21,2015-08-10,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Jewelry & Watches,70.2,Approve in Full
1041,2015083125161,2015-08-24,2015-07-27,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Audio/Video; Personal Electronics; Personal Electronics,115.41,Settle
1042,2015083125200,2015-08-25,2015-08-20,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Other,0,Deny
1043,2015090225253,2015-08-26,2015-04-25,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Currency,0,Deny
1044,2015090925302,2015-08-28,2015-07-19,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Currency; Jewelry & Watches,0,Deny
1045,2015092825663,2015-09-07,2015-08-22,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Clothing,25,Settle
1046,2015092425634,2015-09-08,2015-08-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Computer & Accessories,263.55,Settle
1047,2015092325561,2015-09-09,2015-09-02,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
1048,2015092325585,2015-09-10,2015-09-03,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Currency; Medical/Science,0,Deny
1049,2015092425611,2015-09-11,2015-08-05,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Baggage/Cases/Purses; Baggage/Cases/Purses,89.3,Settle
1050,2015092525640,2015-09-11,2015-08-24,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Currency,0,Deny
1051,2015092825666,2015-09-11,2015-09-10,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,370,Settle
1052,2015092925731,2015-09-14,2015-09-03,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
1053,2015100225829,2015-09-16,2015-07-22,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches,0,Deny
1054,2015092325564,2015-09-23,2013-09-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,40.99,Settle
1055,2015100525892,2015-09-24,2015-08-24,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Audio/Video,85.2,Settle
1056,2015102126142,2015-10-01,2015-07-17,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
1057,2015102726308,2015-10-02,2015-09-28,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1058,2015102626285,2015-10-05,2015-09-10,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Medical/Science,219.25,Settle
1059,2015102626272,2015-10-07,2015-08-29,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,129,Settle
1060,2015102826332,2015-10-08,2015-10-01,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Household Items,0,Deny
1061,2015102826341,2015-10-08,2015-02-04,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies; Tools & Home Improvement Supplies,0,Deny
1062,2015110226457,2015-10-15,2015-09-23,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Personal Electronics,253.34,Settle
1063,2015110226471,2015-10-15,2015-10-09,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
1064,2015110526611,2015-10-16,2015-10-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,299,Approve in Full
1065,2015110926752,2015-10-16,2015-09-18,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
1066,2015110526585,2015-10-19,2015-10-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
1067,2015110626672,2015-10-20,2015-09-24,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Clothing,37,Settle
1068,2015111626923,2015-10-22,2015-10-08,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,-,-
1069,2015111226810,2015-10-26,2015-10-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
1070,2015111326863,2015-10-26,2015-10-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,75,Settle
1071,2015111626882,2015-11-02,2015-11-01,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
1072,2015111726931,2015-11-02,2015-11-02,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Electronics,-,-
1073,2015111927004,2015-11-02,2015-09-25,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Cameras; Cameras; Cameras; Cameras; Cameras,0,Deny
1074,2015110526588,2015-11-05,2015-10-17,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
1075,2015110926705,2015-11-09,2015-10-16,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Computer & Accessories,650,Settle
1076,2015120227228,2015-11-12,2015-09-24,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
1077,2015112327095,2015-11-12,2015-02-11,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checked Baggage,Personal Electronics,-,-
1078,2015121027469,2015-11-19,2015-11-09,BWI,Baltimore/Washington Intl Thurgood Marshall,Property Damage,Checkpoint,Personal Accessories,138.95,Settle
1079,2015122127704,2015-12-07,2015-11-18,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
1080,2015122127742,2015-12-07,2015-12-04,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Medical/Science,15.85,Settle
1081,2016010828210,2015-12-28,2015-12-23,BWI,Baltimore/Washington Intl Thurgood Marshall,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
1082,2015082825139,2015-08-21,2015-05-16,BZN,Bozeman Yellowstone International Airport,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies,-,-
1083,2015032421476,2015-03-24,2014-09-24,CAE,Columbia Metropolitan,Property Damage,Checkpoint,Computer & Accessories,0,Deny
1084,2015061923262,2015-06-10,2015-05-24,CAE,Columbia Metropolitan,Property Damage,Checked Baggage,Clothing,80,Approve in Full
1085,2015072023981,2015-07-08,2015-06-24,CAE,Columbia Metropolitan,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
1086,2015121427510,2015-12-01,2015-10-14,CAE,Columbia Metropolitan,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
1087,2016011528350,2015-12-30,2015-12-18,CAE,Columbia Metropolitan,Property Damage,Checked Baggage,Cosmetics & Grooming; Food & Drink,-,-
1088,2015020420384,2015-02-04,2014-12-29,CAK,Akron-Canton Regional,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
1089,2015021320579,2015-02-13,2015-01-23,CAK,Akron-Canton Regional,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1090,2015050422294,2015-04-29,2015-04-24,CAK,Akron-Canton Regional,Property Damage,Checkpoint,-,129.99,Approve in Full
1091,2015062423386,2015-06-08,2015-05-25,CAK,Akron-Canton Regional,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
1092,2015072023957,2015-07-20,2015-07-09,CAK,Akron-Canton Regional,Passenger Property Loss,Checked Baggage,Food & Drink,13,Approve in Full
1093,2015080324438,2015-07-24,2015-07-09,CAK,Akron-Canton Regional,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
1094,2015102826372,2015-10-09,2015-10-02,CAK,Akron-Canton Regional,Property Damage,Checked Baggage,Home Decor; Home Decor,100,Settle
1095,2015110326491,2015-10-14,2015-02-03,CAK,Akron-Canton Regional,Passenger Property Loss,Checked Baggage,Clothing,80,Settle
1096,2015110526596,2015-10-20,2015-09-13,CAK,Akron-Canton Regional,Property Damage,Checkpoint,Personal Accessories,294.99,Approve in Full
1097,2015032721556,2015-03-27,2014-12-22,CDC,Cedar City Municipal,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
1098,2015052822817,2015-05-21,2015-05-06,CHA,Chattanooga Metropolitan,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
1099,2015060822958,2015-05-24,2015-05-21,CHA,Chattanooga Metropolitan,Property Damage,Checkpoint,Baggage/Cases/Purses,40,Approve in Full
1100,2015052922835,2015-05-26,2015-04-02,CHA,Chattanooga Metropolitan,Property Damage,Checkpoint,Computer & Accessories,0,Deny
1101,2015062223310,2015-06-09,2015-01-02,CHA,Chattanooga Metropolitan,Property Damage,Checked Baggage,Computer & Accessories,-,-
1102,2015012320116,2015-01-23,2014-12-10,CHS,Charleston International,Property Damage,Checkpoint,Personal Accessories,284.05,Settle
1103,2015012620178,2015-01-27,2015-01-04,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Clothing,69.3,Approve in Full
1104,2015020620459,2015-02-06,2015-02-02,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1105,2015031021097,2015-03-10,2015-02-21,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
1106,2015031721288,2015-03-17,2015-03-03,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Travel Accessories,9.99,Approve in Full
1107,2015040121648,2015-04-01,2015-03-24,CHS,Charleston International,Passenger Property Loss,-,-,0,Deny
1108,2015040221719,2015-04-02,2014-09-04,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
1109,2015041621953,2015-04-13,2015-04-11,CHS,Charleston International,Property Damage,Checked Baggage,Baggage/Cases/Purses,105,Approve in Full
1110,2015042722133,2015-04-17,2015-04-08,CHS,Charleston International,Passenger Property Loss,Checkpoint,Clothing,130.69,Approve in Full
1111,2015043022221,2015-04-27,2015-03-23,CHS,Charleston International,Property Damage,Checkpoint,Baggage/Cases/Purses,53.99,Approve in Full
1112,2015052122659,2015-05-19,2015-05-18,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Clothing,99,Approve in Full
1113,2015060222899,2015-05-28,2015-05-24,CHS,Charleston International,Property Damage,Checked Baggage,Personal Electronics,0,Deny
1114,2015060922979,2015-05-29,2015-04-14,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1115,2015060922982,2015-05-29,2015-04-14,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1116,2015061723200,2015-06-11,2015-05-27,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Currency,0,Deny
1117,2015072024001,2015-07-14,2015-04-05,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Clothing,65,Approve in Full
1118,2015072224114,2015-07-14,2015-07-12,CHS,Charleston International,Property Damage,Checked Baggage,Audio/Video; Food & Drink; Other,0,Deny
1119,2015082425057,2015-08-20,2015-06-03,CHS,Charleston International,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
1120,2015082425055,2015-08-21,2015-08-04,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Travel Accessories,14,Approve in Full
1121,2015091525369,2015-08-28,2015-08-02,CHS,Charleston International,Property Damage,Checked Baggage,Baggage/Cases/Purses,149.95,Approve in Full
1122,2015100125797,2015-09-14,2015-08-30,CHS,Charleston International,Property Damage,Checked Baggage,Baggage/Cases/Purses,29,Approve in Full
1123,2015100225849,2015-09-16,2015-08-25,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
1124,2015100525883,2015-09-24,2015-07-12,CHS,Charleston International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1125,2015102326228,2015-10-07,2015-08-09,CHS,Charleston International,Property Damage,Checked Baggage,Cosmetics & Grooming,43.23,Approve in Full
1126,2015111226811,2015-10-26,2015-10-17,CHS,Charleston International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
1127,2015120227249,2015-11-16,2015-11-14,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Currency,-,-
1128,2015120927437,2015-11-19,2015-10-02,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
1129,2015122927953,2015-11-23,2015-10-03,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
1130,2015121527587,2015-11-30,2015-11-27,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
1131,2015123027985,2015-12-16,2015-12-03,CHS,Charleston International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
1132,2016011128252,2015-12-29,2015-12-21,CHS,Charleston International,Passenger Property Loss,Checked Baggage,Toys & Games,-,-
1133,2015033021589,2015-03-30,2015-03-06,CID,Eastern Iowa,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
1134,2015070223646,2015-06-26,2015-06-22,CID,Eastern Iowa,Property Damage,Checked Baggage,Food & Drink; Other,150,Approve in Full
1135,2015071423819,2015-07-01,2014-08-11,CID,Eastern Iowa,Passenger Property Loss,Checkpoint,Currency,20,Approve in Full
1136,2015102026126,2015-09-30,2015-09-03,CID,Eastern Iowa,Passenger Property Loss,Checked Baggage,Jewelry & Watches,100,Approve in Full
1137,2015040121679,2015-04-01,2015-03-24,CKB,Harrison Marion Regional,Property Damage,Checked Baggage,Baggage/Cases/Purses,200,Approve in Full
1138,2015052122671,2015-05-19,2015-05-14,CKB,Harrison Marion Regional,-,Checkpoint,Cosmetics & Grooming,690.15,Approve in Full
1139,2015061623171,2015-06-05,2015-05-04,CKB,Harrison Marion Regional,Passenger Property Loss,Checked Baggage,-,-,-
1140,2015010719627,2015-01-05,2014-11-28,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
1141,2015011219789,2015-01-12,2014-12-30,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
1142,2015011219813,2015-01-13,2014-12-26,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
1143,2015011619948,2015-01-16,2015-01-12,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Other,0,Deny
1144,2015012820214,2015-01-28,2014-12-14,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
1145,2015012920273,2015-01-29,2015-01-05,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1146,2015012920280,2015-01-29,2015-01-06,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,74.73,Approve in Full
1147,2015020220328,2015-02-02,2015-01-18,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1148,2015020320347,2015-02-03,2015-01-28,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Other; Other,0,Deny
1149,2015020520436,2015-02-04,2015-01-13,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Computer & Accessories,0,Deny
1150,2015020920491,2015-02-09,2015-02-07,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
1151,2015022720922,2015-02-27,2015-02-04,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
